Item_Fat_Content;Item_Identifier;Item_Type;Outlet_Establishment_Year;Outlet_Identifier;Outlet_Location_Type;Outlet_Size;Outlet_Type;Item_Visibility;Item_Weight;Total_Sales;Rating
"LOW Fat";FDA22;"Starchy Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.084452363;7.435;165.2158;4
Regular;FDW40;"Frozen Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.105145451;14;144.2812;4
Regular;FDH05;"Frozen Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.090913642;14.35;231.2984;4
Regular;FDW16;"Frozen Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.041474232;17.35;93.0804;4
Regular;FDT07;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.077319079;5.82;255.433;4
Regular;FDC33;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.06893834;8.96;196.4768;4
Regular;FDO39;Meat;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.137366883;6.985;184.9608;4
Regular;FDI21;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.056602818;5.59;63.2168;4
Regular;FDW09;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.025920816;13.65;81.2302;4
Regular;FDN58;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.056872392;13.8;231.1984;4
"LOW Fat";FDA23;"Baking Goods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.047453947;9.8;101.7016;4
"LOW Fat";FDR02;Dairy;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.022190488;16.7;113.1886;4
"LOW Fat";FDT36;"Baking Goods";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.111500259;12.3;35.6874;4
"LOW Fat";FDQ12;"Baking Goods";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.035482562;12.65;231.401;4
"LOW Fat";FDS23;Breads;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.141174838;4.635;127.0994;4
"LOW Fat";FDS35;Breads;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.11144608;9.3;64.6826;4
"LOW Fat";FDX59;Breads;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.051766042;10.195;34.5558;4
"LOW Fat";FDF14;Canned;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.027224917;7.55;152.934;4
"LOW Fat";FDU25;Canned;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.026735372;12.35;57.4246;4
"LOW Fat";FDT37;Canned;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0;14.15;253.7014;4
"LOW Fat";FDX26;Dairy;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.087986599;17.7;181.4292;4
"LOW Fat";FDX16;"Frozen Foods";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.06594351;17.85;149.105;4
"LOW Fat";FDA56;"Fruits and Vegetables";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.008782561;9.21;119.8414;4
"LOW Fat";FDP07;"Fruits and Vegetables";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.090084098;18.2;197.211;4
"LOW Fat";NCD43;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.016052446;8.85;106.7964;4
"LOW Fat";NCT06;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.038816115;17.1;166.4842;4
"LOW Fat";NCI18;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.014052469;18.35;224.0746;4
"LOW Fat";NCB43;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.100114941;20.2;188.3898;4
"LOW Fat";FDQ39;Meat;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.081206491;14.8;189.2846;4
"LOW Fat";FDK45;Seafood;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.033926852;11.65;111.586;4
"LOW Fat";FDK33;"Snack Foods";2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.011258035;17.85;211.656;4
"LOW Fat";FDK48;"Baking Goods";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.037845086;7.445;75.5354;4
"LOW Fat";FDH48;"Baking Goods";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.06082246;13.5;85.154;4
"LOW Fat";FDZ38;Dairy;2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.008046275;17.6;173.7422;4
"LOW Fat";DRH39;Dairy;2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.093214498;20.7;74.667;4
"LOW Fat";FDK04;"Frozen Foods";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.052607932;7.36;56.3588;4
"LOW Fat";FDQ16;"Frozen Foods";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.041974489;19.7;108.6912;4
"LOW Fat";FDX20;"Fruits and Vegetables";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.04280099;7.365;228.372;4
"LOW Fat";FDC44;"Fruits and Vegetables";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.173573164;15.6;114.4518;4
"LOW Fat";DRK23;"Hard Drinks";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.072383777;8.395;251.504;4
"LOW Fat";DRO47;"Hard Drinks";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.112859454;10.195;114.486;4
"LOW Fat";DRJ23;"Hard Drinks";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.041904578;18.35;188.1872;4
"LOW Fat";NCL53;"Health and Hygiene";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.036439878;7.5;175.3028;4
"LOW Fat";NCI17;"Health and Hygiene";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.1442339;8.645;95.441;4
"LOW Fat";NCL29;"Health and Hygiene";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.114583922;9.695;156.4604;4
"LOW Fat";NCA53;"Health and Hygiene";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.009934335;11.395;47.2034;4
"LOW Fat";NCV41;"Health and Hygiene";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.017135155;14.35;109.8228;4
"LOW Fat";NCP06;Household;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.039467795;20.7;151.7366;4
"LOW Fat";FDP39;Meat;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.069817659;12.65;53.5324;4
"LOW Fat";FDV51;Meat;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.03272295;16.35;165.7842;4
"LOW Fat";FDL10;"Snack Foods";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.039715591;8.395;100.1042;4
Regular;FDT12;"Baking Goods";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.049722335;6.215;224.5062;4
Regular;FDD26;Canned;2015;OUT045;"Tier 2";High;"Supermarket Type1";0.072301795;8.71;185.6924;4
Regular;FDN16;"Frozen Foods";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.062827447;12.6;105.099;4
Regular;FDG56;"Fruits and Vegetables";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.071597469;13.3;60.8536;4
Regular;FDT55;"Fruits and Vegetables";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.043743689;13.6;157.7946;4
Regular;FDH20;"Fruits and Vegetables";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.024999711;16.1;97.841;4
Regular;FDK32;"Fruits and Vegetables";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.049074897;16.25;154.2682;4
Regular;FDT09;"Snack Foods";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.012288171;15.15;129.9284;4
Regular;FDA47;"Baking Goods";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.11733375;10.5;164.121;4
Regular;FDS11;Breads;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.05587277;7.05;222.1088;4
Regular;FDL13;Breakfast;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.056637129;13.85;233.83;4
Regular;FDA04;"Frozen Foods";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.067107448;11.3;258.1962;4
Regular;FDF21;"Fruits and Vegetables";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.059160135;10.3;191.553;4
Regular;FDR15;Meat;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.03362713;9.3;156.1314;4
Regular;FDM51;Meat;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.026072872;11.8;99.8674;4
Regular;FDN46;"Snack Foods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0;7.21;103.1332;4
Regular;FDI58;"Snack Foods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.071104408;7.64;95.012;4
Regular;FDM57;"Snack Foods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.076278201;11.65;85.1908;4
Regular;FDY33;"Snack Foods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.097750937;14.5;159.7262;4
"LOW Fat";FDU02;Dairy;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.103091351;13.35;229.9352;4
Regular;FDD32;"Fruits and Vegetables";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.041163522;17.7;80.8276;4
Regular;FDB57;"Fruits and Vegetables";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.018911474;20.25;220.5772;4
"LOW Fat";NCP06;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.039238384;20.7;152.8366;4
"LOW Fat";FDV23;Breads;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.105816753;11;126.0046;4
"LOW Fat";FDH38;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.010436256;6.425;115.5808;4
"LOW Fat";FDX37;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.063017421;16.2;100.37;4
"LOW Fat";FDN02;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.073813788;16.5;207.2638;4
"LOW Fat";FDU04;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.005547386;7.93;121.5414;4
"LOW Fat";FDX40;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0;12.85;38.3164;4
"LOW Fat";FDX20;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.042552205;7.365;225.172;4
"LOW Fat";FDX55;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.055195461;15.1;216.1166;4
"LOW Fat";DRK11;"Hard Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.010762387;8.21;149.5392;4
"LOW Fat";DRL23;"Hard Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.015301418;18.35;105.2938;4
"LOW Fat";NCN05;"Health and Hygiene";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.014456938;8.235;184.795;4
"LOW Fat";NCH43;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.070555571;8.42;216.0192;4
"LOW Fat";FDA33;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.033893487;6.48;147.0076;4
"LOW Fat";FDX58;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.043755405;13.15;182.895;4
"LOW Fat";FDA21;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.03595391;13.65;185.2924;4
"LOW Fat";FDG59;"Starchy Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.043226398;15.85;37.5164;4
Regular;FDL12;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.121609722;15.85;60.222;4
Regular;FDU37;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.104488444;9.5;77.896;4
Regular;FDE14;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.031439206;13.65;100.07;4
Regular;FDB14;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.102704495;20.25;94.312;4
Regular;FDT26;Dairy;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.067940657;18.85;119.044;4
Regular;FDS19;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.064195136;13.8;75.8012;4
Regular;FDH31;Meat;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.020407296;12;99.9042;4
Regular;FDO15;Meat;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.008564925;16.75;73.2038;4
Regular;FDG34;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.037563325;11.5;109.5254;4
Regular;FDH47;"Starchy Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.128791854;13.5;95.4068;4
Regular;FDL38;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.014730322;13.8;90.9172;4
"LOW Fat";DRL60;"Soft Drinks";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.045291822;8.52;153.5682;4
"LOW Fat";FDK38;Canned;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.089196394;6.65;147.0734;4
"LOW Fat";FDR02;Dairy;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.036933417;16.7;109.1886;4
"LOW Fat";DRI51;Dairy;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.070703828;17.25;170.3764;4
"LOW Fat";FDC41;"Frozen Foods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.195688803;15.6;77.367;4
"LOW Fat";NCM05;"Health and Hygiene";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.100171568;6.825;262.7226;4
"LOW Fat";NCI29;"Health and Hygiene";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.054601779;8.6;141.1154;4
"LOW Fat";NCR53;"Health and Hygiene";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.242768664;12.15;226.5404;4
"LOW Fat";NCF06;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.033807904;6.235;258.9962;4
"LOW Fat";NCV42;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.052593952;6.26;111.0228;4
"LOW Fat";NCU54;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.165073642;8.88;207.727;4
"LOW Fat";NCK18;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.011211251;9.6;166.9184;4
"LOW Fat";NCC30;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.046161923;16.6;176.6344;4
"LOW Fat";NCF42;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.280164929;17.35;177.5712;4
"LOW Fat";FDP15;Meat;2011;OUT010;"Tier 3";High;"Grocery Store";0;15.2;256.033;4
"LOW Fat";DRB25;"Soft Drinks";2011;OUT010;"Tier 3";High;"Grocery Store";0.116261335;12.3;107.0938;4
Regular;FDM02;Canned;2011;OUT010;"Tier 3";High;"Grocery Store";0.12341737;12.5;86.0198;4
Regular;FDA01;Canned;2011;OUT010;"Tier 3";High;"Grocery Store";0.091018048;15;60.2904;4
Regular;FDI16;"Frozen Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.227260689;14;54.364;4
Regular;FDV28;"Frozen Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.267352587;16.1;34.9558;4
Regular;FDF08;"Fruits and Vegetables";2011;OUT010;"Tier 3";High;"Grocery Store";0.109144085;14.3;88.2856;4
Regular;FDW51;Meat;2011;OUT010;"Tier 3";High;"Grocery Store";0.158441218;6.155;213.756;4
Regular;FDB58;"Snack Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.022590318;10.5;140.6154;4
Regular;FDZ59;"Baking Goods";2011;OUT010;"Tier 3";Small;"Grocery Store";0.174110803;6.63;166.85;4
"LOW Fat";FDK36;"Baking Goods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.00720931;7.09;48.1034;4
"LOW Fat";FDZ27;Dairy;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.017141985;7.935;50.035;4
